barcode08_mapped,MouseSample16_mapped
barcode09_mapped,MouseSample32_mapped
barcode10_mapped,MouseSample45_mapped
barcode11_mapped,MouseSample54_mapped
barcode12_mapped,MouseSample60_mapped
barcode13_mapped,MouseSample69_mapped
barcode14_mapped,MouseSample71_mapped

